ArchiveDate,Adult_Child,Speciality,care_type,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total
5/30/2024,Child,Maxillo-Facial,op,237,72,29,33,370
5/30/2024,Child,Ophthalmology,op,"1,942",848,415,434,"3,639"
5/30/2024,Child,Orthopaedics,op,"1,513",604,318,424,"2,859"
5/30/2024,Child,Otolaryngology (ENT),op,"5,713","1,796",981,321,"8,811"
5/30/2024,Child,Paed Cardiology,op,"2,250","1,587","1,169",481,"5,488"
5/30/2024,Child,Paed Endocrinology,op,511,136,30,8,685
5/30/2024,Child,Paed Gastro-Enterol,op,502,181,135,122,940
5/30/2024,Child,Paed Haematology,op,281,40,0,0,321
5/30/2024,Child,Paed Metabolic Medicine,op,36,2,0,0,38
5/30/2024,Child,Paed Nephrology,op,319,177,86,22,604
5/30/2024,Child,Paed Orthopaedic,op,"1,590","1,133",664,890,"4,277"
5/30/2024,Child,Paediatric Dermatology,op,"2,732","1,664",989,964,"6,348"
5/30/2024,Child,Paediatric ENT,op,"3,321","1,542","1,307","1,105","7,275"
5/30/2024,Child,Paediatric Infectious Diseases,op,53,8,2,2,65
5/30/2024,Child,Paediatric Neurology,op,816,396,143,29,"1,384"
5/30/2024,Child,Paediatric Neurosurgery,op,44,2,0,2,48
5/30/2024,Child,Paediatric Respiratory Medicine,op,913,340,275,129,"1,657"
5/30/2024,Child,Paediatric Surgery,op,"1,470",916,412,178,"2,977"
5/30/2024,Child,Paediatric Urology,op,914,415,207,28,"1,564"
5/30/2024,Child,Paediatrics,op,"13,721","4,713","1,608",467,"20,509"
5/30/2024,Child,Plastic Surgery,op,750,169,74,129,"1,122"
5/30/2024,Child,Rheumatology,op,275,131,121,391,918
5/30/2024,Child,Small Volume Specialties,op,504,133,24,16,677
5/30/2024,Child,Urology,op,916,505,229,169,"1,819"
5/30/2024,Adult,Anaesthetics,ipdc,76,0,0,0,76
5/30/2024,Adult,Breast Surgery,ipdc,84,26,14,46,170
5/30/2024,Adult,Cardio-Thoracic Surgery,ipdc,311,55,22,17,405
5/30/2024,Adult,Cardiology,ipdc,"3,231",661,139,33,"4,065"
5/30/2024,Adult,Clinical Immunology,ipdc,218,172,112,77,579
5/30/2024,Adult,Dermatology,ipdc,"1,069",134,80,105,"1,388"
5/30/2024,Adult,Gastro-Enterology,ipdc,325,48,8,6,388
5/30/2024,Adult,Gastro-Intestinal Surgery,ipdc,345,179,106,175,806
5/30/2024,Adult,General Medicine,ipdc,32,0,0,0,32
5/30/2024,Adult,General Surgery,ipdc,"8,195","2,464",922,"1,487","13,068"
5/30/2024,Adult,Gynaecology,ipdc,"3,832","1,163",283,269,"5,547"
5/30/2024,Adult,Hepato-Biliary Surgery,ipdc,15,7,4,2,29
5/30/2024,Adult,Maxillo-Facial,ipdc,587,262,128,179,"1,156"
5/30/2024,Adult,Nephrology,ipdc,38,0,2,0,40
5/30/2024,Adult,Neurology,ipdc,164,19,11,13,207
5/30/2024,Adult,Neurosurgery,ipdc,517,227,90,34,868
5/30/2024,Adult,Oncology,ipdc,41,2,0,0,43
5/30/2024,Adult,Ophthalmology,ipdc,"6,024","1,763",477,471,"8,735"
5/30/2024,Adult,Orthopaedics,ipdc,"6,882","1,880",556,547,"9,864"
5/30/2024,Adult,Otolaryngology (ENT),ipdc,"2,881","1,602",747,683,"5,913"
5/30/2024,Adult,Pain Relief,ipdc,"3,846","1,632",474,334,"6,286"
5/30/2024,Adult,Plastic Surgery,ipdc,"3,110","1,272",548,731,"5,661"
5/30/2024,Adult,Radiology,ipdc,203,0,0,0,203
5/30/2024,Adult,Respiratory Medicine,ipdc,468,198,116,121,903
5/30/2024,Adult,Rheumatology,ipdc,37,48,16,37,138
5/30/2024,Adult,Small Volume Specialties,ipdc,574,97,28,31,730
5/30/2024,Adult,Urology,ipdc,"6,117","1,447",337,538,"8,439"
5/30/2024,Adult,Vascular Surgery,ipdc,"1,355",509,116,87,"2,067"
5/30/2024,Child,Cardio-Thoracic Surgery,ipdc,58,8,2,0,68
5/30/2024,Child,Clinical Immunology,ipdc,128,52,69,115,364
5/30/2024,Child,Dental Surgery,ipdc,145,50,43,44,282
5/30/2024,Child,General Surgery,ipdc,132,40,17,9,199
5/30/2024,Child,Immunology,ipdc,46,20,4,10,80
5/30/2024,Child,Maxillo-Facial,ipdc,93,62,30,24,210
5/30/2024,Child,Ophthalmology,ipdc,405,301,221,118,"1,046"
5/30/2024,Child,Orthopaedics,ipdc,110,58,15,2,186
5/30/2024,Child,Otolaryngology (ENT),ipdc,"1,036",500,114,29,"1,680"
5/30/2024,Child,Paed Cardiology,ipdc,153,45,12,2,212
5/30/2024,Child,Paed Endocrinology,ipdc,21,12,4,2,39
5/30/2024,Child,Paed Gastro-Enterol,ipdc,14,5,2,0,21
5/30/2024,Child,Paed Metabolic Medicine,ipdc,15,4,2,2,23
5/30/2024,Child,Paed Orthopaedic,ipdc,315,180,120,174,789
5/30/2024,Child,Paediatric Dermatology,ipdc,18,4,4,2,29
5/30/2024,Child,Paediatric ENT,ipdc,624,221,69,54,967
5/30/2024,Child,Paediatric Neurosurgery,ipdc,23,6,2,0,31
5/30/2024,Child,Paediatric Radiology,ipdc,4,7,9,36,56
5/30/2024,Child,Paediatric Respiratory Medicine,ipdc,362,184,141,285,972
5/30/2024,Child,Paediatric Surgery,ipdc,338,239,119,52,749
5/30/2024,Child,Paediatric Urology,ipdc,186,126,92,63,467
5/30/2024,Child,Paediatrics,ipdc,88,21,8,2,119
5/30/2024,Child,Plastic Surgery,ipdc,287,166,88,53,594
5/30/2024,Child,Rheumatology,ipdc,16,18,17,29,80
5/30/2024,Child,Small Volume Specialties,ipdc,253,73,22,15,362
5/30/2024,Child,Urology,ipdc,160,57,45,10,272
6/27/2024,Adult,Anaesthetics,op,28,0,0,0,28
6/27/2024,Adult,Breast Surgery,op,"2,856",39,2,0,"2,896"
6/27/2024,Adult,Cardio-Thoracic Surgery,op,346,31,4,7,389
6/27/2024,Adult,Cardiology,op,"23,724","10,819","3,911","1,917","40,371"
6/27/2024,Adult,Chemical Pathology,op,59,9,2,0,70
6/27/2024,Adult,Clinical (Medical) Genetics,op,776,522,613,727,"2,638"
6/27/2024,Adult,Clinical Immunology,op,"1,685",830,446,278,"3,239"
6/27/2024,Adult,Clinical Neurophysiology,op,854,468,239,70,"1,631"
6/27/2024,Adult,Dermatology,op,"29,313","13,408","5,303","6,190","54,214"
6/27/2024,Adult,Diabetes Mellitus,op,"1,350",538,115,17,"2,020"
6/27/2024,Adult,Endocrinology,op,"8,741","3,538","1,974","4,621","18,875"
6/27/2024,Adult,Gastro-Enterology,op,"11,859","3,918","1,260",292,"17,329"
6/27/2024,Adult,Gastro-Intestinal Surgery,op,592,68,29,0,689
6/27/2024,Adult,General Medicine,op,"8,455","2,944","1,013",999,"13,411"
6/27/2024,Adult,General Surgery,op,"26,077","5,529","1,222",359,"33,187"
6/27/2024,Adult,Geriatric Medicine,op,"3,847",373,126,83,"4,428"
6/27/2024,Adult,Gynaecology,op,"22,981","5,048",955,538,"29,523"
6/27/2024,Adult,Haematology,op,"6,462","2,010","1,007",365,"9,844"
6/27/2024,Adult,Hepato-Biliary Surgery,op,106,27,3,0,136
6/27/2024,Adult,Infectious Diseases,op,821,238,234,362,"1,656"
6/27/2024,Adult,Maxillo-Facial,op,"2,065",574,296,504,"3,439"
6/27/2024,Adult,Metabolic Medicine,op,85,25,0,0,110
6/27/2024,Adult,Nephrology,op,"2,975",725,276,137,"4,112"
6/27/2024,Adult,Neurology,op,"11,638","5,352","2,738","2,846","22,574"
6/27/2024,Adult,Neurosurgery,op,"4,587","2,534","1,375","2,945","11,441"
6/27/2024,Adult,Oncology,op,601,11,4,0,616
6/27/2024,Adult,Ophthalmology,op,"16,932","7,036","4,203","5,165","33,335"
6/27/2024,Adult,Orthopaedics,op,"37,695","17,178","6,667","4,158","65,698"
6/27/2024,Adult,Otolaryngology (ENT),op,"21,431","8,524","3,360","3,209","36,524"
6/27/2024,Adult,Paediatric Dermatology,op,12,13,0,0,25
6/27/2024,Adult,Paediatric Neurology,op,4,7,10,2,22
6/27/2024,Adult,Paediatrics,op,65,47,24,10,146
6/27/2024,Adult,Pain Relief,op,"7,221","3,651","1,863","1,630","14,366"
6/27/2024,Adult,Palliative Medicine,op,23,0,0,0,23
6/27/2024,Adult,Pathology,op,65,45,26,56,192
6/27/2024,Adult,Plastic Surgery,op,"7,959","2,462",881,"1,911","13,213"
6/27/2024,Adult,Psychiatry,op,423,44,4,0,471
6/27/2024,Adult,Respiratory Medicine,op,"13,679","5,704","2,539","2,351","24,273"
6/27/2024,Adult,Rheumatology,op,"7,924","2,578",916,829,"12,247"
6/27/2024,Adult,Small Volume Specialties,op,563,94,31,8,697
6/27/2024,Adult,Urology,op,"13,799","5,852","1,780","1,673","23,104"
6/27/2024,Adult,Vascular Surgery,op,"8,073","2,300","1,075",632,"12,080"
6/27/2024,Child,Cardio-Thoracic Surgery,op,66,20,2,0,88
6/27/2024,Child,Cardiology,op,17,10,2,0,29
6/27/2024,Child,Clinical (Medical) Genetics,op,50,94,159,8,311
6/27/2024,Child,Clinical Immunology,op,446,201,144,73,864
6/27/2024,Child,Dental Surgery,op,232,82,69,35,418
6/27/2024,Child,Dermatology,op,"1,830",837,419,621,"3,707"
6/27/2024,Child,Developmental Paediatrics,op,366,256,105,238,965
6/27/2024,Child,General Surgery,op,877,279,75,21,"1,253"
6/27/2024,Child,Gynaecology,op,418,149,54,23,644
6/27/2024,Child,Haematology,op,46,13,2,0,61
6/27/2024,Child,Immunology,op,244,68,36,2,350
6/27/2024,Child,Maxillo-Facial,op,245,71,35,32,383
6/27/2024,Child,Ophthalmology,op,"1,942",827,432,413,"3,614"
6/27/2024,Child,Orthopaedics,op,"1,471",576,315,436,"2,797"
6/27/2024,Child,Otolaryngology (ENT),op,"5,820","1,916",984,366,"9,086"
6/27/2024,Child,Paed Cardiology,op,"2,228","1,283",949,509,"4,969"
6/27/2024,Child,Paed Endocrinology,op,506,141,25,8,680
6/27/2024,Child,Paed Gastro-Enterol,op,543,147,140,135,965
6/27/2024,Child,Paed Haematology,op,259,46,2,0,307
6/27/2024,Child,Paed Metabolic Medicine,op,44,0,0,0,44
6/27/2024,Child,Paed Nephrology,op,341,170,83,27,621
6/27/2024,Child,Paed Orthopaedic,op,"1,594","1,060",659,893,"4,206"
6/27/2024,Child,Paediatric Dermatology,op,"2,788","1,622","1,017",921,"6,348"
6/27/2024,Child,Paediatric ENT,op,"3,402","1,429","1,333","1,102","7,266"
6/27/2024,Child,Paediatric Infectious Diseases,op,32,4,2,2,40
6/27/2024,Child,Paediatric Neurology,op,794,418,153,50,"1,415"
6/27/2024,Child,Paediatric Neurosurgery,op,32,2,0,2,36
6/27/2024,Child,Paediatric Respiratory Medicine,op,907,324,265,151,"1,648"
6/27/2024,Child,Paediatric Surgery,op,"1,461",817,402,174,"2,853"
6/27/2024,Child,Paediatric Urology,op,930,409,232,41,"1,612"
6/27/2024,Child,Paediatrics,op,"13,856","4,667","1,576",448,"20,547"
6/27/2024,Child,Plastic Surgery,op,750,158,71,119,"1,098"
6/27/2024,Child,Rheumatology,op,290,124,109,396,919
6/27/2024,Child,Small Volume Specialties,op,520,125,22,11,677
6/27/2024,Child,Urology,op,921,494,240,189,"1,844"
6/27/2024,Adult,Anaesthetics,ipdc,84,0,0,0,84
6/27/2024,Adult,Breast Surgery,ipdc,88,11,13,45,157
6/27/2024,Adult,Cardio-Thoracic Surgery,ipdc,374,54,26,16,470
6/27/2024,Adult,Cardiology,ipdc,"3,192",562,136,48,"3,939"
6/27/2024,Adult,Clinical Immunology,ipdc,213,173,110,82,578
6/27/2024,Adult,Dermatology,ipdc,"1,064",122,71,111,"1,368"
6/27/2024,Adult,Gastro-Enterology,ipdc,349,40,15,4,408
6/27/2024,Adult,Gastro-Intestinal Surgery,ipdc,345,162,100,178,785
6/27/2024,Adult,General Medicine,ipdc,74,3,0,0,77
6/27/2024,Adult,General Surgery,ipdc,"8,364","2,460",984,"1,494","13,302"
6/27/2024,Adult,Gynaecology,ipdc,"3,876","1,117",307,279,"5,580"
6/27/2024,Adult,Haematology,ipdc,31,0,0,0,31
6/27/2024,Adult,Hepato-Biliary Surgery,ipdc,19,7,4,2,32
6/27/2024,Adult,Maxillo-Facial,ipdc,608,241,114,190,"1,153"
6/27/2024,Adult,Nephrology,ipdc,52,0,2,0,54
6/27/2024,Adult,Neurology,ipdc,210,16,13,13,253
6/27/2024,Adult,Neurosurgery,ipdc,530,213,100,30,873
6/27/2024,Adult,Oncology,ipdc,49,0,2,0,50
6/27/2024,Adult,Ophthalmology,ipdc,"6,215","1,858",499,498,"9,070"
6/27/2024,Adult,Orthopaedics,ipdc,"7,183","1,804",523,538,"10,048"
6/27/2024,Adult,Otolaryngology (ENT),ipdc,"2,760","1,614",751,693,"5,819"
6/27/2024,Adult,Pain Relief,ipdc,"3,983","1,700",436,355,"6,473"
6/27/2024,Adult,Plastic Surgery,ipdc,"3,106","1,286",575,728,"5,696"
6/27/2024,Adult,Radiology,ipdc,165,1,1,0,168
6/27/2024,Adult,Respiratory Medicine,ipdc,634,192,138,126,"1,090"
6/27/2024,Adult,Rheumatology,ipdc,63,37,7,5,112
6/27/2024,Adult,Small Volume Specialties,ipdc,503,109,23,28,663
6/27/2024,Adult,Urology,ipdc,"6,196","1,449",336,552,"8,533"
6/27/2024,Adult,Vascular Surgery,ipdc,"1,473",515,116,93,"2,196"
6/27/2024,Child,Cardio-Thoracic Surgery,ipdc,46,9,2,0,57
6/27/2024,Child,Clinical Immunology,ipdc,125,61,49,119,354
6/27/2024,Child,Dental Surgery,ipdc,136,53,42,42,273
6/27/2024,Child,General Surgery,ipdc,109,24,9,12,154
6/27/2024,Child,Immunology,ipdc,45,25,4,5,79
6/27/2024,Child,Maxillo-Facial,ipdc,88,63,25,28,204
6/27/2024,Child,Ophthalmology,ipdc,425,285,197,117,"1,024"
6/27/2024,Child,Orthopaedics,ipdc,103,60,13,2,178
6/27/2024,Child,Otolaryngology (ENT),ipdc,"1,115",479,118,24,"1,736"
6/27/2024,Child,Paed Cardiology,ipdc,150,59,15,2,226
6/27/2024,Child,Paed Endocrinology,ipdc,25,8,4,2,39
6/27/2024,Child,Paed Gastro-Enterol,ipdc,11,7,2,2,22
6/27/2024,Child,Paed Metabolic Medicine,ipdc,17,4,2,2,25
6/27/2024,Child,Paed Orthopaedic,ipdc,340,165,123,175,803
6/27/2024,Child,Paediatric Dermatology,ipdc,22,6,4,2,34
6/27/2024,Child,Paediatric ENT,ipdc,510,203,75,36,824
6/27/2024,Child,Paediatric Neurosurgery,ipdc,16,4,0,0,20
6/27/2024,Child,Paediatric Radiology,ipdc,6,4,10,38,59
6/27/2024,Child,Paediatric Respiratory Medicine,ipdc,355,171,138,290,954
6/27/2024,Child,Paediatric Surgery,ipdc,319,232,123,55,729
6/27/2024,Child,Paediatric Urology,ipdc,178,128,85,71,462
6/27/2024,Child,Paediatrics,ipdc,90,22,9,2,123
6/27/2024,Child,Plastic Surgery,ipdc,271,180,88,54,593
6/27/2024,Child,Rheumatology,ipdc,15,18,18,30,81
6/27/2024,Child,Small Volume Specialties,ipdc,297,86,17,20,421
6/27/2024,Child,Urology,ipdc,155,69,42,12,278
7/25/2024,Adult,Anaesthetics,op,59,0,0,0,59
7/25/2024,Adult,Breast Surgery,op,"2,595",66,0,0,"2,661"
7/25/2024,Adult,Cardio-Thoracic Surgery,op,389,30,4,6,430
7/25/2024,Adult,Cardiology,op,"24,210","10,514","3,764","1,722","40,210"
7/25/2024,Adult,Chemical Pathology,op,54,15,2,0,71
7/25/2024,Adult,Clinical (Medical) Genetics,op,796,481,626,666,"2,569"
7/25/2024,Adult,Clinical Immunology,op,"1,717",887,470,266,"3,340"
7/25/2024,Adult,Clinical Neurophysiology,op,860,473,234,31,"1,598"
7/25/2024,Adult,Dermatology,op,"30,633","13,081","5,618","6,248","55,580"
7/25/2024,Adult,Diabetes Mellitus,op,"1,355",543,110,7,"2,015"
7/25/2024,Adult,Endocrinology,op,"8,921","3,554","2,081","4,606","19,161"
7/25/2024,Adult,Gastro-Enterology,op,"12,630","3,849","1,383",358,"18,221"
7/25/2024,Adult,Gastro-Intestinal Surgery,op,600,74,22,0,696
7/25/2024,Adult,General Medicine,op,"8,172","2,666",806,923,"12,568"
7/25/2024,Adult,General Surgery,op,"25,849","5,123","1,245",236,"32,452"
7/25/2024,Adult,Geriatric Medicine,op,"3,837",380,125,82,"4,423"
7/25/2024,Adult,Gynaecology,op,"23,849","4,598",940,483,"29,870"
7/25/2024,Adult,Haematology,op,"6,456","2,061",980,316,"9,813"
7/25/2024,Adult,Hepato-Biliary Surgery,op,90,34,5,0,129
7/25/2024,Adult,Infectious Diseases,op,819,236,252,380,"1,687"
7/25/2024,Adult,Maxillo-Facial,op,"2,271",379,220,142,"3,012"
7/25/2024,Adult,Metabolic Medicine,op,119,24,0,0,143
7/25/2024,Adult,Microbiology,op,23,0,0,0,23
7/25/2024,Adult,Nephrology,op,"3,039",703,301,133,"4,176"
7/25/2024,Adult,Neurology,op,"11,649","5,440","2,732","2,750","22,571"
7/25/2024,Adult,Neurosurgery,op,"4,679","2,520","1,424","2,743","11,366"
7/25/2024,Adult,Oncology,op,595,13,4,0,612
7/25/2024,Adult,Ophthalmology,op,"17,217","6,899","4,344","5,165","33,626"
7/25/2024,Adult,Orthopaedics,op,"38,763","16,674","6,852","4,044","66,333"
7/25/2024,Adult,Otolaryngology (ENT),op,"21,354","8,471","3,429","3,118","36,372"
7/25/2024,Adult,Paed Cardiology,op,10,7,6,0,23
7/25/2024,Adult,Paediatric Dermatology,op,11,10,2,0,23
7/25/2024,Adult,Paediatric Neurology,op,5,5,15,2,26
7/25/2024,Adult,Paediatrics,op,62,67,32,2,163
7/25/2024,Adult,Pain Relief,op,"7,423","3,500","1,936","1,691","14,550"
7/25/2024,Adult,Palliative Medicine,op,22,0,0,0,22
7/25/2024,Adult,Pathology,op,69,45,21,51,186
7/25/2024,Adult,Plastic Surgery,op,"7,948","2,258",990,"1,897","13,093"
7/25/2024,Adult,Psychiatry,op,443,49,2,0,494
7/25/2024,Adult,Respiratory Medicine,op,"13,710","5,715","2,580","2,303","24,308"
7/25/2024,Adult,Rheumatology,op,"8,394","2,468",930,791,"12,583"
7/25/2024,Adult,Small Volume Specialties,op,549,68,17,6,639
7/25/2024,Adult,Urology,op,"13,838","5,704","2,037","1,556","23,134"
7/25/2024,Adult,Vascular Surgery,op,"8,505","2,052","1,225",618,"12,400"
7/25/2024,Child,Cardio-Thoracic Surgery,op,72,14,2,0,88
7/25/2024,Child,Cardiology,op,4,20,2,0,26
7/25/2024,Child,Clinical (Medical) Genetics,op,42,28,179,9,258
7/25/2024,Child,Clinical Immunology,op,420,205,131,53,809
7/25/2024,Child,Dental Surgery,op,249,79,72,40,440
7/25/2024,Child,Dermatology,op,"1,885",834,438,632,"3,789"
7/25/2024,Child,Developmental Paediatrics,op,382,241,105,226,954
7/25/2024,Child,General Surgery,op,826,282,67,21,"1,196"
7/25/2024,Child,Gynaecology,op,384,139,59,19,601
7/25/2024,Child,Haematology,op,22,11,2,2,36
7/25/2024,Child,Immunology,op,233,67,34,2,336
7/25/2024,Child,Maxillo-Facial,op,299,26,14,3,341
7/25/2024,Child,Ophthalmology,op,"1,934",845,427,428,"3,634"
7/25/2024,Child,Orthopaedics,op,"1,404",517,311,416,"2,647"
7/25/2024,Child,Otolaryngology (ENT),op,"5,788","2,031","1,007",366,"9,191"
7/25/2024,Child,Paed Cardiology,op,"2,213","1,313","1,019",393,"4,937"
7/25/2024,Child,Paed Endocrinology,op,538,146,19,5,708
7/25/2024,Child,Paed Gastro-Enterol,op,469,132,134,142,877
7/25/2024,Child,Paed Haematology,op,257,48,2,0,307
7/25/2024,Child,Paed Metabolic Medicine,op,56,0,0,0,56
7/25/2024,Child,Paed Nephrology,op,293,168,96,33,590
7/25/2024,Child,Paed Orthopaedic,op,"1,544",999,634,909,"4,086"
7/25/2024,Child,Paediatric Dermatology,op,"2,817","1,630","1,044",908,"6,399"
7/25/2024,Child,Paediatric ENT,op,"3,369","1,446","1,328","1,054","7,197"
7/25/2024,Child,Paediatric Infectious Diseases,op,25,7,2,2,37
7/25/2024,Child,Paediatric Neurology,op,759,473,162,56,"1,450"
7/25/2024,Child,Paediatric Neurosurgery,op,34,2,0,2,38
7/25/2024,Child,Paediatric Respiratory Medicine,op,901,337,245,138,"1,622"
7/25/2024,Child,Paediatric Surgery,op,"1,460",691,469,152,"2,772"
7/25/2024,Child,Paediatric Urology,op,966,426,241,52,"1,685"
7/25/2024,Child,Paediatrics,op,"13,785","4,505","1,612",423,"20,325"
7/25/2024,Child,Pain Relief,op,23,7,2,0,33
7/25/2024,Child,Plastic Surgery,op,767,178,80,107,"1,132"
7/25/2024,Child,Rheumatology,op,322,117,121,363,923
7/25/2024,Child,Small Volume Specialties,op,504,116,21,11,652
7/25/2024,Child,Urology,op,940,455,262,194,"1,850"
7/25/2024,Adult,Anaesthetics,ipdc,101,0,0,0,101
7/25/2024,Adult,Breast Surgery,ipdc,117,25,15,46,202
7/25/2024,Adult,Cardio-Thoracic Surgery,ipdc,376,61,33,9,479
7/25/2024,Adult,Cardiology,ipdc,"3,210",574,108,40,"3,932"
7/25/2024,Adult,Clinical Immunology,ipdc,240,165,121,63,589
7/25/2024,Adult,Dermatology,ipdc,"1,051",79,67,113,"1,310"
7/25/2024,Adult,Gastro-Enterology,ipdc,327,38,17,5,386
7/25/2024,Adult,Gastro-Intestinal Surgery,ipdc,346,165,95,185,790
7/25/2024,Adult,General Medicine,ipdc,57,4,0,0,61
7/25/2024,Adult,General Surgery,ipdc,"8,407","2,423",950,"1,481","13,261"
7/25/2024,Adult,Gynaecology,ipdc,"3,609","1,026",334,271,"5,241"
7/25/2024,Adult,Haematology,ipdc,42,0,0,0,42
7/25/2024,Adult,Hepato-Biliary Surgery,ipdc,22,7,3,2,34
7/25/2024,Adult,Maxillo-Facial,ipdc,612,238,107,185,"1,142"
7/25/2024,Adult,Nephrology,ipdc,67,0,2,0,69
7/25/2024,Adult,Neurology,ipdc,207,15,15,14,252
7/25/2024,Adult,Neurosurgery,ipdc,589,213,94,31,928
7/25/2024,Adult,Oncology,ipdc,59,0,2,0,61
7/25/2024,Adult,Ophthalmology,ipdc,"6,370","1,817",510,486,"9,182"
7/25/2024,Adult,Orthopaedics,ipdc,"7,308","1,648",536,499,"9,990"
7/25/2024,Adult,Otolaryngology (ENT),ipdc,"2,800","1,544",764,683,"5,791"
7/25/2024,Adult,Pain Relief,ipdc,"4,145","1,595",466,309,"6,515"
7/25/2024,Adult,Plastic Surgery,ipdc,"3,043","1,176",621,734,"5,574"
7/25/2024,Adult,Radiology,ipdc,190,2,2,0,194
7/25/2024,Adult,Respiratory Medicine,ipdc,574,226,136,127,"1,062"
7/25/2024,Adult,Rheumatology,ipdc,66,23,14,5,108
7/25/2024,Adult,Small Volume Specialties,ipdc,521,94,16,21,652
7/25/2024,Adult,Urology,ipdc,"6,166","1,276",330,581,"8,353"
7/25/2024,Adult,Vascular Surgery,ipdc,"1,447",549,75,86,"2,157"
7/25/2024,Child,Cardio-Thoracic Surgery,ipdc,46,8,2,2,58
7/25/2024,Child,Clinical Immunology,ipdc,97,65,51,112,325
7/25/2024,Child,Dental Surgery,ipdc,136,59,41,43,279
7/25/2024,Child,General Surgery,ipdc,64,11,2,2,80
7/25/2024,Child,Immunology,ipdc,38,19,4,2,63
7/25/2024,Child,Maxillo-Facial,ipdc,96,55,26,27,205
7/25/2024,Child,Ophthalmology,ipdc,469,274,203,135,"1,082"
7/25/2024,Child,Orthopaedics,ipdc,103,51,7,4,165
7/25/2024,Child,Otolaryngology (ENT),ipdc,"1,064",447,122,22,"1,655"
7/25/2024,Child,Paed Cardiology,ipdc,146,45,8,2,201
7/25/2024,Child,Paed Endocrinology,ipdc,25,11,4,2,42
7/25/2024,Child,Paed Gastro-Enterol,ipdc,17,4,2,0,23
7/25/2024,Child,Paed Metabolic Medicine,ipdc,11,4,4,2,21
7/25/2024,Child,Paed Orthopaedic,ipdc,326,165,120,167,778
7/25/2024,Child,Paediatric Dermatology,ipdc,18,4,4,2,28
7/25/2024,Child,Paediatric ENT,ipdc,468,169,84,43,764
7/25/2024,Child,Paediatric Neurosurgery,ipdc,21,4,0,0,25
7/25/2024,Child,Paediatric Radiology,ipdc,4,9,11,39,63
7/25/2024,Child,Paediatric Respiratory Medicine,ipdc,512,158,150,250,"1,070"
7/25/2024,Child,Paediatric Surgery,ipdc,356,210,134,44,744
7/25/2024,Child,Paediatric Urology,ipdc,184,115,71,68,438
7/25/2024,Child,Paediatrics,ipdc,70,17,4,2,93
7/25/2024,Child,Plastic Surgery,ipdc,246,167,91,56,560
7/25/2024,Child,Rheumatology,ipdc,19,15,19,31,84
7/25/2024,Child,Small Volume Specialties,ipdc,325,81,20,19,446
7/25/2024,Child,Urology,ipdc,159,87,46,18,310
8/29/2024,Adult,Anaesthetics,op,54,0,0,0,54
8/29/2024,Adult,Breast Surgery,op,"2,288",16,0,0,"2,304"
8/29/2024,Adult,Cardio-Thoracic Surgery,op,380,38,4,6,428
8/29/2024,Adult,Cardiology,op,"23,566","10,730","3,586","1,731","39,613"
8/29/2024,Adult,Chemical Pathology,op,51,11,0,0,62
8/29/2024,Adult,Clinical (Medical) Genetics,op,869,504,553,687,"2,613"
8/29/2024,Adult,Clinical Immunology,op,"1,661",922,483,295,"3,361"
8/29/2024,Adult,Clinical Neurophysiology,op,806,408,194,21,"1,429"
8/29/2024,Adult,Dermatology,op,"31,008","13,253","5,986","5,891","56,138"
8/29/2024,Adult,Diabetes Mellitus,op,"1,319",590,134,8,"2,052"
8/29/2024,Adult,Endocrinology,op,"9,012","3,692","2,016","4,693","19,413"
8/29/2024,Adult,Gastro-Enterology,op,"12,785","3,792","1,317",317,"18,211"
8/29/2024,Adult,Gastro-Intestinal Surgery,op,611,83,23,1,718
8/29/2024,Adult,General Medicine,op,"8,196","2,665",756,969,"12,586"
8/29/2024,Adult,General Surgery,op,"25,474","5,241","1,270",202,"32,187"
8/29/2024,Adult,Geriatric Medicine,op,"3,778",370,114,74,"4,336"
8/29/2024,Adult,Gynaecology,op,"23,949","4,821",951,506,"30,227"
8/29/2024,Adult,Haematology,op,"6,389","2,182","1,015",342,"9,929"
8/29/2024,Adult,Hepato-Biliary Surgery,op,92,37,4,0,133
8/29/2024,Adult,Infectious Diseases,op,880,214,258,334,"1,686"
8/29/2024,Adult,Maxillo-Facial,op,"2,192",373,203,141,"2,910"
8/29/2024,Adult,Metabolic Medicine,op,98,22,0,0,120
8/29/2024,Adult,Microbiology,op,26,0,0,0,26
8/29/2024,Adult,Nephrology,op,"3,009",749,310,168,"4,237"
8/29/2024,Adult,Neurology,op,"11,447","5,712","2,883","2,789","22,831"
8/29/2024,Adult,Neurosurgery,op,"4,577","2,681","1,437","2,832","11,527"
8/29/2024,Adult,Oncology,op,652,17,4,0,672
8/29/2024,Adult,Ophthalmology,op,"17,287","7,214","4,529","5,354","34,384"
8/29/2024,Adult,Orthopaedics,op,"38,219","16,396","6,795","3,724","65,134"
8/29/2024,Adult,Otolaryngology (ENT),op,"21,143","8,957","3,330","3,058","36,488"
8/29/2024,Adult,Paed Cardiology,op,13,11,2,0,26
8/29/2024,Adult,Paediatric Dermatology,op,3,15,2,0,20
8/29/2024,Adult,Paediatric Neurology,op,6,4,16,7,32
8/29/2024,Adult,Paediatrics,op,70,60,29,4,163
8/29/2024,Adult,Pain Relief,op,"7,234","3,848","1,901","1,614","14,596"
8/29/2024,Adult,Pathology,op,62,45,21,53,181
