ArchiveDate,Adult_Child,HospitalName,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total,care_type,County,Province
3/28/2024,Adult,Mercy University Hospital,568,190,60,21,839,ipdc,Cork,Munster
3/28/2024,Adult,Midland Regional Hospital Mullingar,699,205,19,8,930,ipdc,Westmeath,Leinster
3/28/2024,Adult,Midland Regional Hospital Portlaoise,290,78,19,18,405,ipdc,Laois,Leinster
3/28/2024,Adult,Midland Regional Hospital Tullamore,"1,062",256,43,2,"1,363",ipdc,Offaly,Leinster
3/28/2024,Adult,Naas General Hospital,212,44,0,0,256,ipdc,Kildare,Leinster
3/28/2024,Adult,National Orthopaedic Hospital Cappagh,"1,500",282,32,2,"1,816",ipdc,Dublin,Leinster
3/28/2024,Adult,Nenagh Hospital,590,142,0,2,733,ipdc,Tipperary,Munster
3/28/2024,Adult,Our Lady of Lourdes Hospital Drogheda,702,171,0,0,873,ipdc,Louth,Leinster
3/28/2024,Adult,Our Lady's Hospital Navan,534,33,4,0,571,ipdc,Meath,Leinster
3/28/2024,Adult,Portiuncula University Hospital,372,121,21,0,514,ipdc,Galway,Connacht
3/28/2024,Adult,Roscommon University Hospital,521,163,55,36,775,ipdc,Roscommon,Connacht
3/28/2024,Adult,Royal Victoria Eye and Ear Hospital,"2,009",898,207,113,"3,227",ipdc,Dublin,Leinster
3/28/2024,Adult,Sligo University Hospital,"1,333",527,128,124,"2,113",ipdc,Sligo,Connacht
3/28/2024,Adult,South Infirmary Victoria University Hospital,"2,663",808,273,314,"4,058",ipdc,Cork,Munster
3/28/2024,Adult,St. Columcille's Hospital,313,110,44,19,486,ipdc,Dublin,Leinster
3/28/2024,Adult,St. James's Hospital,"3,772","1,539",781,828,"6,920",ipdc,Dublin,Leinster
3/28/2024,Adult,St. John's Hospital Limerick,558,135,6,0,698,ipdc,Limerick,Munster
3/28/2024,Adult,St. Luke's General Hospital Kilkenny,506,208,83,46,843,ipdc,Kilkenny,Leinster
3/28/2024,Adult,St. Michael's Hospital,683,143,45,20,890,ipdc,Dublin,Leinster
3/28/2024,Adult,St. Vincent's University Hospital,"2,447",671,248,322,"3,689",ipdc,Dublin,Leinster
3/28/2024,Adult,Tallaght University Hospital,"2,536",473,121,149,"3,279",ipdc,Dublin,Leinster
3/28/2024,Adult,Tipperary University Hospital,317,45,0,0,362,ipdc,Tipperary,Munster
3/28/2024,Adult,University Hospital Kerry,362,9,0,0,371,ipdc,Kerry,Munster
3/28/2024,Adult,University Hospital Limerick,"2,006",906,193,0,"3,105",ipdc,Limerick,Munster
3/28/2024,Adult,University Hospital Waterford,"2,747",851,572,739,"4,908",ipdc,Waterford,Munster
3/28/2024,Adult,Wexford General Hospital,499,185,44,46,774,ipdc,Wexford,Leinster
3/28/2024,Child,Beaumont Hospital,10,5,0,0,15,ipdc,Dublin,Leinster
3/28/2024,Child,Cavan General Hospital,7,0,0,0,7,ipdc,Cavan,Ulster
3/28/2024,Child,Children's Health Ireland,"2,952","1,606",909,945,"6,412",ipdc,Dublin,Leinster
3/28/2024,Child,Cork University Hospital,121,78,43,16,258,ipdc,Cork,Munster
3/28/2024,Child,Ennis Hospital,14,0,0,0,14,ipdc,Clare,Munster
3/28/2024,Child,Galway University Hospitals,399,213,58,68,738,ipdc,Galway,Connacht
3/28/2024,Child,Letterkenny University Hospital,15,2,2,2,21,ipdc,Donegal,Ulster
3/28/2024,Child,Mallow General Hospital,1,0,0,0,1,ipdc,Cork,Munster
3/28/2024,Child,Mayo University Hospital,7,0,0,0,7,ipdc,Mayo,Connacht
3/28/2024,Child,Mercy University Hospital,50,22,7,0,79,ipdc,Cork,Munster
3/28/2024,Child,Midland Regional Hospital Mullingar,32,6,0,0,38,ipdc,Westmeath,Leinster
3/28/2024,Child,Midland Regional Hospital Portlaoise,5,0,0,0,5,ipdc,Laois,Leinster
3/28/2024,Child,Midland Regional Hospital Tullamore,273,32,0,0,305,ipdc,Offaly,Leinster
3/28/2024,Child,National Orthopaedic Hospital Cappagh,73,48,18,0,139,ipdc,Dublin,Leinster
3/28/2024,Child,Nenagh Hospital,11,0,0,0,11,ipdc,Tipperary,Munster
3/28/2024,Child,Our Lady of Lourdes Hospital Drogheda,100,14,0,0,114,ipdc,Louth,Leinster
3/28/2024,Child,Portiuncula University Hospital,35,3,0,0,38,ipdc,Galway,Connacht
3/28/2024,Child,Royal Victoria Eye and Ear Hospital,63,50,8,5,126,ipdc,Dublin,Leinster
3/28/2024,Child,Sligo University Hospital,135,57,2,0,194,ipdc,Sligo,Connacht
3/28/2024,Child,South Infirmary Victoria University Hospital,265,37,5,2,310,ipdc,Cork,Munster
3/28/2024,Child,St. John's Hospital Limerick,1,0,0,0,1,ipdc,Limerick,Munster
3/28/2024,Child,Tipperary University Hospital,5,0,0,0,5,ipdc,Tipperary,Munster
3/28/2024,Child,University Hospital Kerry,16,2,0,0,18,ipdc,Kerry,Munster
3/28/2024,Child,University Hospital Limerick,239,157,148,0,543,ipdc,Limerick,Munster
3/28/2024,Child,University Hospital Waterford,262,100,14,5,381,ipdc,Waterford,Munster
3/28/2024,Child,Wexford General Hospital,17,4,0,0,21,ipdc,Wexford,Leinster
4/25/2024,Adult,Bantry General Hospital,697,103,16,2,818,op,Cork,Munster
4/25/2024,Adult,Beaumont Hospital,25889,12216,1867,212,40185,op,Dublin,Leinster
4/25/2024,Adult,Cavan General Hospital,5009,2700,152,66,7927,op,Cavan,Ulster
4/25/2024,Adult,Connolly Hospital Blanchardstown,4838,244,19,0,5101,op,Dublin,Leinster
4/25/2024,Adult,Coombe Women and Infants University Hospital,1477,766,162,21,2426,op,Dublin,Leinster
4/25/2024,Adult,Cork University Hospital,15469,7225,3513,4999,31206,op,Cork,Munster
4/25/2024,Adult,Cork University Maternity Hospital,2253,56,3,0,2311,op,Cork,Munster
4/25/2024,Adult,Croom Orthopaedic Hospital,3130,1357,438,78,5003,op,Limerick,Munster
4/25/2024,Adult,Ennis Hospital,485,353,257,44,1138,op,Clare,Munster
4/25/2024,Adult,Galway University Hospitals,21844,8313,4312,7162,41632,op,Galway,Connacht
4/25/2024,Adult,Letterkenny University Hospital,8106,2351,981,1809,13247,op,Donegal,Ulster
4/25/2024,Adult,Louth County Hospital,1449,393,3,0,1845,op,Louth,Leinster
4/25/2024,Adult,Mallow General Hospital,2381,847,341,54,3622,op,Cork,Munster
4/25/2024,Adult,Mater Misericordiae University Hospital,22298,7455,3198,4961,37912,op,Dublin,Leinster
4/25/2024,Adult,Mayo University Hospital,3978,1127,399,310,5814,op,Mayo,Connacht
4/25/2024,Adult,Mercy University Hospital,2905,1396,520,862,5683,op,Cork,Munster
4/25/2024,Adult,Midland Regional Hospital Mullingar,4779,1960,1099,1140,8978,op,Westmeath,Leinster
4/25/2024,Adult,Midland Regional Hospital Portlaoise,2201,1036,350,425,4012,op,Laois,Leinster
4/25/2024,Adult,Midland Regional Hospital Tullamore,8387,2058,260,0,10704,op,Offaly,Leinster
4/25/2024,Adult,Naas General Hospital,6109,2897,938,166,10109,op,Kildare,Leinster
4/25/2024,Adult,National Maternity Hospital (Holles Street),2603,615,95,0,3313,op,Dublin,Leinster
4/25/2024,Adult,National Orthopaedic Hospital Cappagh,2719,1951,575,226,5471,op,Dublin,Leinster
4/25/2024,Adult,Nenagh Hospital,377,279,216,54,926,op,Tipperary,Munster
4/25/2024,Adult,Our Lady of Lourdes Hospital Drogheda,8224,3275,341,60,11901,op,Louth,Leinster
4/25/2024,Adult,Our Lady's Hospital Navan,3499,1950,617,132,6198,op,Meath,Leinster
4/25/2024,Adult,Portiuncula University Hospital,2090,331,139,83,2643,op,Galway,Connacht
4/25/2024,Adult,Roscommon University Hospital,2493,724,157,148,3521,op,Roscommon,Connacht
4/25/2024,Adult,Rotunda Hospital,3734,821,0,2,4557,op,Dublin,Leinster
4/25/2024,Adult,Royal Victoria Eye and Ear Hospital,5618,2889,1730,1640,11877,op,Dublin,Leinster
4/25/2024,Adult,Sligo University Hospital,7413,2362,884,1461,12119,op,Sligo,Connacht
4/25/2024,Adult,South Infirmary Victoria University Hospital,11475,6683,2936,4052,25146,op,Cork,Munster
4/25/2024,Adult,St. Columcille's Hospital,2233,1604,1183,4127,9148,op,Dublin,Leinster
4/25/2024,Adult,St. James's Hospital,17157,5194,1417,1185,24954,op,Dublin,Leinster
4/25/2024,Adult,St. John's Hospital Limerick,427,260,40,0,727,op,Limerick,Munster
4/25/2024,Adult,St. Luke's General Hospital Kilkenny,3740,1410,522,189,5860,op,Kilkenny,Leinster
4/25/2024,Adult,St. Michael's Hospital,2601,946,321,298,4165,op,Dublin,Leinster
4/25/2024,Adult,St. Vincent's University Hospital,19505,7469,2565,824,30362,op,Dublin,Leinster
4/25/2024,Adult,Tallaght University Hospital,14206,8691,4322,3525,30744,op,Dublin,Leinster
4/25/2024,Adult,Tipperary University Hospital,2103,927,233,35,3297,op,Tipperary,Munster
4/25/2024,Adult,University Hospital Kerry,5793,2334,739,171,9038,op,Kerry,Munster
4/25/2024,Adult,University Hospital Limerick,14400,4304,1226,864,20794,op,Limerick,Munster
4/25/2024,Adult,University Hospital Waterford,17920,9743,4176,4892,36732,op,Waterford,Munster
4/25/2024,Adult,Wexford General Hospital,2803,760,100,60,3723,op,Wexford,Leinster
4/25/2024,Child,Beaumont Hospital,55,5,3,0,64,op,Dublin,Leinster
4/25/2024,Child,Cavan General Hospital,856,323,4,4,1188,op,Cavan,Ulster
4/25/2024,Child,Children's Health Ireland,19092,11016,6122,4957,41187,op,Dublin,Leinster
4/25/2024,Child,Coombe Women and Infants University Hospital,30,14,6,0,50,op,Dublin,Leinster
4/25/2024,Child,Cork University Hospital,3420,1620,565,356,5960,op,Cork,Munster
4/25/2024,Child,Cork University Maternity Hospital,53,2,0,0,55,op,Cork,Munster
4/25/2024,Child,Croom Orthopaedic Hospital,177,24,4,2,207,op,Limerick,Munster
4/25/2024,Child,Ennis Hospital,27,9,2,2,40,op,Clare,Munster
4/25/2024,Child,Galway University Hospitals,3091,1151,503,899,5644,op,Galway,Connacht
4/25/2024,Child,Letterkenny University Hospital,1108,354,274,188,1924,op,Donegal,Ulster
4/25/2024,Child,Mallow General Hospital,238,152,130,20,540,op,Cork,Munster
4/25/2024,Child,Mayo University Hospital,595,111,25,29,761,op,Mayo,Connacht
4/25/2024,Child,Mercy University Hospital,173,73,4,0,249,op,Cork,Munster
4/25/2024,Child,Midland Regional Hospital Mullingar,936,349,135,76,1496,op,Westmeath,Leinster
4/25/2024,Child,Midland Regional Hospital Portlaoise,693,334,191,54,1272,op,Laois,Leinster
4/25/2024,Child,Midland Regional Hospital Tullamore,1053,276,37,0,1366,op,Offaly,Leinster
4/25/2024,Child,Naas General Hospital,2,0,0,0,2,op,Kildare,Leinster
4/25/2024,Child,National Maternity Hospital (Holles Street),54,17,0,0,71,op,Dublin,Leinster
4/25/2024,Child,National Orthopaedic Hospital Cappagh,91,50,43,25,209,op,Dublin,Leinster
4/25/2024,Child,Nenagh Hospital,9,2,2,0,13,op,Tipperary,Munster
4/25/2024,Child,Our Lady of Lourdes Hospital Drogheda,2178,1184,222,28,3613,op,Louth,Leinster
4/25/2024,Child,Our Lady's Hospital Navan,2,2,0,0,3,op,Meath,Leinster
4/25/2024,Child,Portiuncula University Hospital,393,36,20,0,449,op,Galway,Connacht
4/25/2024,Child,Rotunda Hospital,22,0,0,0,22,op,Dublin,Leinster
4/25/2024,Child,Royal Victoria Eye and Ear Hospital,299,202,114,70,685,op,Dublin,Leinster
4/25/2024,Child,Sligo University Hospital,1270,148,36,79,1533,op,Sligo,Connacht
4/25/2024,Child,South Infirmary Victoria University Hospital,1568,784,315,284,2951,op,Cork,Munster
4/25/2024,Child,St. John's Hospital Limerick,4,0,0,0,4,op,Limerick,Munster
4/25/2024,Child,St. Luke's General Hospital Kilkenny,457,27,7,2,493,op,Kilkenny,Leinster
4/25/2024,Child,Tallaght University Hospital,20,6,0,0,26,op,Dublin,Leinster
4/25/2024,Child,Tipperary University Hospital,268,54,2,0,324,op,Tipperary,Munster
4/25/2024,Child,University Hospital Kerry,714,268,53,12,1048,op,Kerry,Munster
4/25/2024,Child,University Hospital Limerick,2805,788,248,134,3975,op,Limerick,Munster
4/25/2024,Child,University Hospital Waterford,2127,1068,373,290,3857,op,Waterford,Munster
4/25/2024,Child,Wexford General Hospital,675,284,96,0,1055,op,Wexford,Leinster
4/25/2024,Adult,Bantry General Hospital,96,22,20,29,166,ipdc,Cork,Munster
4/25/2024,Adult,Beaumont Hospital,"5,319","1,814",659,468,"8,259",ipdc,Dublin,Leinster
4/25/2024,Adult,Cavan General Hospital,188,12,0,0,200,ipdc,Cavan,Ulster
4/25/2024,Adult,Connolly Hospital Blanchardstown,"1,037",270,2,0,"1,310",ipdc,Dublin,Leinster
4/25/2024,Adult,Coombe Women and Infants University Hospital,149,41,7,2,199,ipdc,Dublin,Leinster
4/25/2024,Adult,Cork University Hospital,894,220,132,196,"1,442",ipdc,Cork,Munster
4/25/2024,Adult,Cork University Maternity Hospital,478,118,28,6,630,ipdc,Cork,Munster
4/25/2024,Adult,Croom Orthopaedic Hospital,551,0,0,0,551,ipdc,Limerick,Munster
4/25/2024,Adult,Ennis Hospital,496,43,0,0,539,ipdc,Clare,Munster
4/25/2024,Adult,Galway University Hospitals,"4,971","2,295",723,"1,439","9,428",ipdc,Galway,Connacht
4/25/2024,Adult,Kilcreene Regional Orthopaedic Hospital,594,116,32,19,761,ipdc,Kilkenny,Leinster
4/25/2024,Adult,Letterkenny University Hospital,"1,144",216,83,115,"1,558",ipdc,Donegal,Ulster
4/25/2024,Adult,Louth County Hospital,452,22,0,0,474,ipdc,Louth,Leinster
4/25/2024,Adult,Mallow General Hospital,219,77,32,0,327,ipdc,Cork,Munster
4/25/2024,Adult,Mater Misericordiae University Hospital,"3,969",895,428,848,"6,140",ipdc,Dublin,Leinster
4/25/2024,Adult,Mayo University Hospital,611,136,10,9,765,ipdc,Mayo,Connacht
4/25/2024,Adult,Mercy University Hospital,485,175,54,18,733,ipdc,Cork,Munster
4/25/2024,Adult,Midland Regional Hospital Mullingar,617,210,11,5,843,ipdc,Westmeath,Leinster
4/25/2024,Adult,Midland Regional Hospital Portlaoise,276,89,19,18,402,ipdc,Laois,Leinster
4/25/2024,Adult,Midland Regional Hospital Tullamore,980,278,32,2,"1,293",ipdc,Offaly,Leinster
4/25/2024,Adult,Naas General Hospital,223,71,0,0,294,ipdc,Kildare,Leinster
4/25/2024,Adult,National Orthopaedic Hospital Cappagh,"1,428",287,46,6,"1,766",ipdc,Dublin,Leinster
4/25/2024,Adult,Nenagh Hospital,625,125,0,0,749,ipdc,Tipperary,Munster
4/25/2024,Adult,Our Lady of Lourdes Hospital Drogheda,619,208,4,0,831,ipdc,Louth,Leinster
4/25/2024,Adult,Our Lady's Hospital Navan,569,38,2,0,609,ipdc,Meath,Leinster
4/25/2024,Adult,Portiuncula University Hospital,355,143,32,1,532,ipdc,Galway,Connacht
4/25/2024,Adult,Roscommon University Hospital,506,168,62,40,776,ipdc,Roscommon,Connacht
4/25/2024,Adult,Royal Victoria Eye and Ear Hospital,"2,026",950,178,115,"3,269",ipdc,Dublin,Leinster
4/25/2024,Adult,Sligo University Hospital,"1,350",498,129,125,"2,102",ipdc,Sligo,Connacht
4/25/2024,Adult,South Infirmary Victoria University Hospital,"2,679",845,321,330,"4,174",ipdc,Cork,Munster
4/25/2024,Adult,St. Columcille's Hospital,281,115,44,27,467,ipdc,Dublin,Leinster
4/25/2024,Adult,St. James's Hospital,"3,591","1,569",744,785,"6,689",ipdc,Dublin,Leinster
4/25/2024,Adult,St. John's Hospital Limerick,485,158,4,0,647,ipdc,Limerick,Munster
4/25/2024,Adult,St. Luke's General Hospital Kilkenny,492,220,79,43,833,ipdc,Kilkenny,Leinster
4/25/2024,Adult,St. Michael's Hospital,698,152,36,18,903,ipdc,Dublin,Leinster
4/25/2024,Adult,St. Vincent's University Hospital,"2,501",734,247,329,"3,811",ipdc,Dublin,Leinster
4/25/2024,Adult,Tallaght University Hospital,"2,465",520,134,144,"3,263",ipdc,Dublin,Leinster
4/25/2024,Adult,Tipperary University Hospital,308,47,0,0,355,ipdc,Tipperary,Munster
4/25/2024,Adult,University Hospital Kerry,335,20,0,0,355,ipdc,Kerry,Munster
4/25/2024,Adult,University Hospital Limerick,"1,830",958,219,2,"3,008",ipdc,Limerick,Munster
4/25/2024,Adult,University Hospital Waterford,"2,730",860,579,774,"4,944",ipdc,Waterford,Munster
4/25/2024,Adult,Wexford General Hospital,449,201,41,39,730,ipdc,Wexford,Leinster
4/25/2024,Child,Beaumont Hospital,12,6,0,0,18,ipdc,Dublin,Leinster
4/25/2024,Child,Cavan General Hospital,12,2,0,0,13,ipdc,Cavan,Ulster
4/25/2024,Child,Children's Health Ireland,"2,852","1,604",917,998,"6,371",ipdc,Dublin,Leinster
4/25/2024,Child,Cork University Hospital,135,73,49,17,274,ipdc,Cork,Munster
4/25/2024,Child,Ennis Hospital,5,0,0,0,5,ipdc,Clare,Munster
4/25/2024,Child,Galway University Hospitals,416,227,57,67,768,ipdc,Galway,Connacht
4/25/2024,Child,Letterkenny University Hospital,19,0,2,4,25,ipdc,Donegal,Ulster
4/25/2024,Child,Mallow General Hospital,1,0,0,0,1,ipdc,Cork,Munster
4/25/2024,Child,Mayo University Hospital,4,0,0,0,4,ipdc,Mayo,Connacht
4/25/2024,Child,Mercy University Hospital,40,18,3,0,61,ipdc,Cork,Munster
4/25/2024,Child,Midland Regional Hospital Mullingar,29,15,0,0,44,ipdc,Westmeath,Leinster
4/25/2024,Child,Midland Regional Hospital Portlaoise,3,1,0,0,4,ipdc,Laois,Leinster
4/25/2024,Child,Midland Regional Hospital Tullamore,254,29,0,0,283,ipdc,Offaly,Leinster
4/25/2024,Child,National Orthopaedic Hospital Cappagh,70,41,11,2,124,ipdc,Dublin,Leinster
4/25/2024,Child,Nenagh Hospital,10,0,3,0,13,ipdc,Tipperary,Munster
4/25/2024,Child,Our Lady of Lourdes Hospital Drogheda,119,17,4,0,140,ipdc,Louth,Leinster
4/25/2024,Child,Portiuncula University Hospital,22,7,0,0,29,ipdc,Galway,Connacht
4/25/2024,Child,Royal Victoria Eye and Ear Hospital,55,39,10,7,111,ipdc,Dublin,Leinster
4/25/2024,Child,Sligo University Hospital,82,35,0,1,118,ipdc,Sligo,Connacht
4/25/2024,Child,South Infirmary Victoria University Hospital,287,42,6,2,337,ipdc,Cork,Munster
4/25/2024,Child,St. John's Hospital Limerick,1,0,0,0,1,ipdc,Limerick,Munster
4/25/2024,Child,St. Luke's General Hospital Kilkenny,1,0,0,0,1,ipdc,Kilkenny,Leinster
4/25/2024,Child,Tipperary University Hospital,4,0,0,0,4,ipdc,Tipperary,Munster
4/25/2024,Child,University Hospital Kerry,20,4,0,0,24,ipdc,Kerry,Munster
4/25/2024,Child,University Hospital Limerick,222,188,117,0,526,ipdc,Limerick,Munster
4/25/2024,Child,University Hospital Waterford,229,119,23,7,378,ipdc,Waterford,Munster
4/25/2024,Child,Wexford General Hospital,19,4,0,0,23,ipdc,Wexford,Leinster
5/30/2024,Adult,Bantry General Hospital,793,99,14,0,905,op,Cork,Munster
5/30/2024,Adult,Beaumont Hospital,26268,12243,2373,253,41137,op,Dublin,Leinster
5/30/2024,Adult,Cavan General Hospital,5011,2677,225,58,7971,op,Cavan,Ulster
5/30/2024,Adult,Connolly Hospital Blanchardstown,4771,292,18,0,5081,op,Dublin,Leinster
5/30/2024,Adult,Coombe Women and Infants University Hospital,1507,761,150,19,2437,op,Dublin,Leinster
5/30/2024,Adult,Cork University Hospital,15456,6809,3523,4979,30767,op,Cork,Munster
5/30/2024,Adult,Cork University Maternity Hospital,2159,47,5,0,2211,op,Cork,Munster
5/30/2024,Adult,Croom Orthopaedic Hospital,3138,1291,477,103,5009,op,Limerick,Munster
5/30/2024,Adult,Ennis Hospital,497,335,274,75,1181,op,Clare,Munster
5/30/2024,Adult,Galway University Hospitals,21837,8616,4210,6333,40996,op,Galway,Connacht
5/30/2024,Adult,Letterkenny University Hospital,8179,2432,983,1801,13394,op,Donegal,Ulster
5/30/2024,Adult,Louth County Hospital,1478,344,0,1,1824,op,Louth,Leinster
5/30/2024,Adult,Mallow General Hospital,2401,861,337,91,3690,op,Cork,Munster
5/30/2024,Adult,Mater Misericordiae University Hospital,22650,7106,3314,4853,37924,op,Dublin,Leinster
5/30/2024,Adult,Mayo University Hospital,3769,1095,263,217,5343,op,Mayo,Connacht
5/30/2024,Adult,Mercy University Hospital,2988,1344,569,808,5708,op,Cork,Munster
5/30/2024,Adult,Midland Regional Hospital Mullingar,4681,2080,1106,1173,9039,op,Westmeath,Leinster
5/30/2024,Adult,Midland Regional Hospital Portlaoise,2356,1001,363,389,4109,op,Laois,Leinster
5/30/2024,Adult,Midland Regional Hospital Tullamore,8859,2012,251,0,11122,op,Offaly,Leinster
5/30/2024,Adult,Naas General Hospital,6328,2804,1011,146,10288,op,Kildare,Leinster
5/30/2024,Adult,National Maternity Hospital (Holles Street),2624,534,123,1,3282,op,Dublin,Leinster
5/30/2024,Adult,National Orthopaedic Hospital Cappagh,2560,1968,570,234,5332,op,Dublin,Leinster
5/30/2024,Adult,Nenagh Hospital,382,261,201,88,932,op,Tipperary,Munster
5/30/2024,Adult,Our Lady of Lourdes Hospital Drogheda,8554,3257,429,47,12286,op,Louth,Leinster
5/30/2024,Adult,Our Lady's Hospital Navan,3705,1873,651,105,6334,op,Meath,Leinster
5/30/2024,Adult,Portiuncula University Hospital,2014,363,142,73,2592,op,Galway,Connacht
5/30/2024,Adult,Roscommon University Hospital,2808,652,168,112,3740,op,Roscommon,Connacht
5/30/2024,Adult,Rotunda Hospital,3741,808,1,0,4550,op,Dublin,Leinster
5/30/2024,Adult,Royal Victoria Eye and Ear Hospital,5339,2802,1727,1479,11347,op,Dublin,Leinster
5/30/2024,Adult,Sligo University Hospital,7499,2146,860,1401,11905,op,Sligo,Connacht
5/30/2024,Adult,South Infirmary Victoria University Hospital,12099,6713,3046,3945,25803,op,Cork,Munster
5/30/2024,Adult,St. Columcille's Hospital,2218,1476,1193,4299,9185,op,Dublin,Leinster
5/30/2024,Adult,St. James's Hospital,17377,4997,1507,1080,24960,op,Dublin,Leinster
5/30/2024,Adult,St. John's Hospital Limerick,378,268,58,0,703,op,Limerick,Munster
5/30/2024,Adult,St. Luke's General Hospital Kilkenny,3753,1330,678,231,5992,op,Kilkenny,Leinster
5/30/2024,Adult,St. Michael's Hospital,2731,956,369,314,4370,op,Dublin,Leinster
5/30/2024,Adult,St. Vincent's University Hospital,19467,7324,2815,992,30597,op,Dublin,Leinster
5/30/2024,Adult,Tallaght University Hospital,14751,8521,4302,3407,30981,op,Dublin,Leinster
5/30/2024,Adult,Tipperary University Hospital,2228,875,264,16,3383,op,Tipperary,Munster
5/30/2024,Adult,University Hospital Kerry,5917,2426,770,204,9317,op,Kerry,Munster
5/30/2024,Adult,University Hospital Limerick,14720,3932,1317,924,20891,op,Limerick,Munster
5/30/2024,Adult,University Hospital Waterford,18480,9688,4507,5070,37745,op,Waterford,Munster
5/30/2024,Adult,Wexford General Hospital,2986,725,112,47,3870,op,Wexford,Leinster
5/30/2024,Child,Beaumont Hospital,60,8,3,0,71,op,Dublin,Leinster
5/30/2024,Child,Cavan General Hospital,850,291,30,2,1173,op,Cavan,Ulster
5/30/2024,Child,Children's Health Ireland,19830,10292,6538,5002,41662,op,Dublin,Leinster
5/30/2024,Child,Coombe Women and Infants University Hospital,27,14,7,0,47,op,Dublin,Leinster
5/30/2024,Child,Cork University Hospital,3555,1583,612,370,6120,op,Cork,Munster
5/30/2024,Child,Cork University Maternity Hospital,54,0,0,0,54,op,Cork,Munster
5/30/2024,Child,Croom Orthopaedic Hospital,214,17,2,2,236,op,Limerick,Munster
5/30/2024,Child,Ennis Hospital,29,11,3,0,43,op,Clare,Munster
5/30/2024,Child,Galway University Hospitals,3142,1108,510,778,5538,op,Galway,Connacht
5/30/2024,Child,Letterkenny University Hospital,1149,335,268,135,1887,op,Donegal,Ulster
5/30/2024,Child,Mallow General Hospital,235,134,154,26,548,op,Cork,Munster
5/30/2024,Child,Mayo University Hospital,583,84,24,24,716,op,Mayo,Connacht
5/30/2024,Child,Mercy University Hospital,172,58,2,0,231,op,Cork,Munster
5/30/2024,Child,Midland Regional Hospital Mullingar,869,369,109,10,1357,op,Westmeath,Leinster
5/30/2024,Child,Midland Regional Hospital Portlaoise,766,337,205,58,1365,op,Laois,Leinster
5/30/2024,Child,Midland Regional Hospital Tullamore,1134,251,37,0,1422,op,Offaly,Leinster
5/30/2024,Child,Naas General Hospital,5,0,0,0,5,op,Kildare,Leinster
5/30/2024,Child,National Maternity Hospital (Holles Street),56,15,0,0,71,op,Dublin,Leinster
5/30/2024,Child,National Orthopaedic Hospital Cappagh,140,46,42,25,253,op,Dublin,Leinster
5/30/2024,Child,Nenagh Hospital,8,1,1,0,10,op,Tipperary,Munster
5/30/2024,Child,Our Lady of Lourdes Hospital Drogheda,2213,1166,269,29,3677,op,Louth,Leinster
5/30/2024,Child,Our Lady's Hospital Navan,1,0,0,0,1,op,Meath,Leinster
5/30/2024,Child,Portiuncula University Hospital,418,34,19,0,471,op,Galway,Connacht
5/30/2024,Child,Rotunda Hospital,11,0,0,0,11,op,Dublin,Leinster
5/30/2024,Child,Royal Victoria Eye and Ear Hospital,306,166,131,68,671,op,Dublin,Leinster
5/30/2024,Child,Sligo University Hospital,1361,140,37,73,1611,op,Sligo,Connacht
5/30/2024,Child,South Infirmary Victoria University Hospital,1596,738,372,288,2993,op,Cork,Munster
5/30/2024,Child,St. John's Hospital Limerick,5,0,0,0,5,op,Limerick,Munster
5/30/2024,Child,St. Luke's General Hospital Kilkenny,479,15,15,7,516,op,Kilkenny,Leinster
5/30/2024,Child,Tallaght University Hospital,11,6,2,0,19,op,Dublin,Leinster
5/30/2024,Child,Tipperary University Hospital,298,47,3,0,347,op,Tipperary,Munster
5/30/2024,Child,University Hospital Kerry,731,307,60,13,1111,op,Kerry,Munster
5/30/2024,Child,University Hospital Limerick,2757,783,283,140,3963,op,Limerick,Munster
5/30/2024,Child,University Hospital Waterford,2163,1007,436,309,3915,op,Waterford,Munster
5/30/2024,Child,Wexford General Hospital,705,278,53,0,1035,op,Wexford,Leinster
5/30/2024,Adult,Bantry General Hospital,104,20,28,28,180,ipdc,Cork,Munster
5/30/2024,Adult,Beaumont Hospital,"5,657","1,994",735,521,"8,907",ipdc,Dublin,Leinster
5/30/2024,Adult,Cavan General Hospital,243,4,2,4,253,ipdc,Cavan,Ulster
5/30/2024,Adult,Connolly Hospital Blanchardstown,953,76,0,0,"1,029",ipdc,Dublin,Leinster
5/30/2024,Adult,Coombe Women and Infants University Hospital,133,48,11,4,195,ipdc,Dublin,Leinster
5/30/2024,Adult,Cork University Hospital,970,256,123,181,"1,531",ipdc,Cork,Munster
5/30/2024,Adult,Cork University Maternity Hospital,467,98,16,3,584,ipdc,Cork,Munster
5/30/2024,Adult,Croom Orthopaedic Hospital,465,1,0,0,466,ipdc,Limerick,Munster
5/30/2024,Adult,Ennis Hospital,475,67,0,0,542,ipdc,Clare,Munster
5/30/2024,Adult,Galway University Hospitals,"4,965","2,428",764,"1,472","9,630",ipdc,Galway,Connacht
5/30/2024,Adult,Kilcreene Regional Orthopaedic Hospital,576,122,25,23,746,ipdc,Kilkenny,Leinster
5/30/2024,Adult,Letterkenny University Hospital,"1,163",227,79,112,"1,580",ipdc,Donegal,Ulster
5/30/2024,Adult,Louth County Hospital,581,32,0,0,613,ipdc,Louth,Leinster
5/30/2024,Adult,Mallow General Hospital,234,74,36,0,344,ipdc,Cork,Munster
